reviewer,paper_id,excluded,category,question,raw_value,tag
moritz,CG7GGI82,False,Explanation structure (RQ3),Presentation modality,Text,
moritz,CG7GGI82,False,Stakeholder (RQ4),HRI Type,Coexistence,
moritz,CG7GGI82,False,Stakeholder (RQ4),Motivation,Underspecified,
moritz,CG7GGI82,False,Stakeholder (RQ4),Stakeholder type,Bystander,
moritz,CG7GGI82,False,Evaluation (RQ5),State of explainability,Evaluated,
moritz,CG7GGI82,False,Evaluation (RQ5),Type of explainability evaluation,"Technical (Benchmark), Quantitative",
moritz,CG7GGI82,False,Evaluation (RQ5),Type of explainability evaluation,"Discussion needed: ""To better understand the quantitative results of GRACE, we [the authors] qualitatively assessed the explanations it generated as shown in Figure 3."" This is neither user study nor a technical qualitative analysis?",Discussion needed
moritz,CG7GGI82,False,Evaluation (RQ5),Evaluation metrics,Not applicable,
moritz,2DBEW6N5,False,General information,Code available?,no,
moritz,2DBEW6N5,False,General information,Project status,Not applicable,
moritz,2DBEW6N5,False,General information,License,Not applicable,
moritz,2DBEW6N5,False,General information,Additional information,"Other: Proposes Explanation Types: Justification, Failure Analysis, Goal/Plan Explanation",Other
moritz,2DBEW6N5,False,Target platform (RQ1),Deployment,Robot simulation,
moritz,2DBEW6N5,False,Target platform (RQ1),Robotic device,Manipulator (unspecified) => Use if not further specified,
moritz,2DBEW6N5,False,Target platform (RQ1),Simulation environment,Other: robosuite,Other
moritz,2DBEW6N5,False,Target platform (RQ1),Domain,Consumer robot,
moritz,2DBEW6N5,False,Target platform (RQ1),Use case,Manipulation,
moritz,2DBEW6N5,False,Target platform (RQ1),Location,Laboratory,
moritz,2DBEW6N5,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
moritz,2DBEW6N5,False,Software characteristics (RQ2),Middleware,Underspecified,
moritz,2DBEW6N5,False,Software characteristics (RQ2),Control algorithm,"Other: Large Multimodal Models (LMMs), VLA model",Other
moritz,2DBEW6N5,False,Software characteristics (RQ2),Adaptation,Underspecified,
moritz,2DBEW6N5,False,Software characteristics (RQ2),Goal of adaptation,Underspecified,
moritz,2DBEW6N5,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Post-hoc,
moritz,2DBEW6N5,False,Explanation structure (RQ3),Generation technique,LLM-based,
moritz,2DBEW6N5,False,Explanation structure (RQ3),Explained robot part,Behaviour,
moritz,2DBEW6N5,False,Explanation structure (RQ3),Explained robot part,Perception,
moritz,2DBEW6N5,False,Explanation structure (RQ3),Explanatory question,Underspecified,
moritz,2DBEW6N5,False,Explanation structure (RQ3),Planning level scope,Action level,
moritz,2DBEW6N5,False,Explanation structure (RQ3),Planning level scope,Sequence level,
moritz,2DBEW6N5,False,Explanation structure (RQ3),Planning level scope,Goal level,
moritz,2DBEW6N5,False,Explanation structure (RQ3),Presentation modality,Speech,
moritz,2DBEW6N5,False,Stakeholder (RQ4),HRI Type,Underspecified,
moritz,2DBEW6N5,False,Stakeholder (RQ4),Motivation,Trust (unspecified),
moritz,2DBEW6N5,False,Stakeholder (RQ4),Motivation,Debugging,
moritz,2DBEW6N5,False,Stakeholder (RQ4),Motivation,Safety,
moritz,2DBEW6N5,False,Stakeholder (RQ4),Motivation,Transparency,
moritz,2DBEW6N5,False,Stakeholder (RQ4),Stakeholder type,Underspecified,
moritz,2DBEW6N5,False,Evaluation (RQ5),State of explainability,Evaluated,
moritz,2DBEW6N5,False,Evaluation (RQ5),Type of explainability evaluation,"Technical (Benchmark), Quantitative",
moritz,2DBEW6N5,False,Evaluation (RQ5),Type of explainability evaluation,"User study, Quantitative",
moritz,2DBEW6N5,False,Evaluation (RQ5),Evaluation metrics,Accuracy of the explanation,
moritz,2DBEW6N5,False,Evaluation (RQ5),Evaluation metrics,"Other: Clarity: Is the explanation easy to understand?; Usefullness; Techncial: BLEU-4, ROUGE-L (F1)",Other
moritz,QDVPCRZD,False,General information,Code available?,no,
moritz,QDVPCRZD,False,General information,Project status,Not applicable,
moritz,QDVPCRZD,False,General information,License,Not applicable,
moritz,QDVPCRZD,False,General information,Additional information,No additional information,
moritz,QDVPCRZD,False,Target platform (RQ1),Deployment,Real robot,
moritz,QDVPCRZD,False,Target platform (RQ1),Deployment,Robot simulation,
moritz,QDVPCRZD,False,Target platform (RQ1),Robotic device,Mobile robot (unspecified) => Use if not further specified,
moritz,QDVPCRZD,False,Target platform (RQ1),Simulation environment,Other: matlab,Other
moritz,QDVPCRZD,False,Target platform (RQ1),Domain,Consumer robot,
moritz,QDVPCRZD,False,Target platform (RQ1),Use case,Collision avoidance,
moritz,QDVPCRZD,False,Target platform (RQ1),Location,Laboratory,
moritz,QDVPCRZD,False,Target platform (RQ1),Multi Agent System,Multiple humans - one robot,
moritz,QDVPCRZD,False,Software characteristics (RQ2),Middleware,Underspecified,
moritz,QDVPCRZD,False,Software characteristics (RQ2),Control algorithm,Underspecified,
moritz,QDVPCRZD,False,Software characteristics (RQ2),Adaptation,"Yes, autonomous adaptation",
moritz,QDVPCRZD,False,Software characteristics (RQ2),Goal of adaptation,Self protection,
moritz,QDVPCRZD,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Intrinsic,
moritz,QDVPCRZD,False,Explanation structure (RQ3),Generation technique,Tree-based,
moritz,QDVPCRZD,False,Explanation structure (RQ3),Explained robot part,Perception,
moritz,QDVPCRZD,False,Explanation structure (RQ3),Explanatory question,Underspecified,
moritz,QDVPCRZD,False,Explanation structure (RQ3),Planning level scope,Action level,
moritz,QDVPCRZD,False,Explanation structure (RQ3),Presentation modality,Underspecified,
moritz,QDVPCRZD,False,Stakeholder (RQ4),HRI Type,Coexistence,
moritz,QDVPCRZD,False,Stakeholder (RQ4),Motivation,Intent communication,
moritz,QDVPCRZD,False,Stakeholder (RQ4),Stakeholder type,Bystander,
moritz,QDVPCRZD,False,Evaluation (RQ5),State of explainability,Evaluated,
moritz,QDVPCRZD,False,Evaluation (RQ5),Type of explainability evaluation,"Technical (Benchmark), Quantitative",
moritz,QDVPCRZD,False,Evaluation (RQ5),Evaluation metrics,Not applicable,
moritz,QDVPCRZD,False,Evaluation (RQ5),Evaluation metrics,Other: Technical: success rate,Other
moritz,S5XL8MRP,False,General information,Code available?,yes,
moritz,S5XL8MRP,False,General information,Project status,unmaintained,
moritz,S5XL8MRP,False,General information,License,Underspecified,
moritz,S5XL8MRP,False,General information,Additional information,No additional information,
moritz,S5XL8MRP,False,Target platform (RQ1),Deployment,Underspecified,
moritz,S5XL8MRP,False,Target platform (RQ1),Robotic device,Underspecified,
moritz,S5XL8MRP,False,Target platform (RQ1),Simulation environment,Underspecified,
moritz,S5XL8MRP,False,Target platform (RQ1),Domain,Underspecified,
moritz,S5XL8MRP,False,Target platform (RQ1),Use case,Collision avoidance,
moritz,S5XL8MRP,False,Target platform (RQ1),Location,Underspecified,
moritz,S5XL8MRP,False,Target platform (RQ1),Multi Agent System,"Discussion needed: multiple robots, no humans",Discussion needed
moritz,S5XL8MRP,False,Software characteristics (RQ2),Middleware,Underspecified,
moritz,S5XL8MRP,False,Software characteristics (RQ2),Control algorithm,Other: Rapidly-exploring random trees: A new tool for path planning (RRT) and Path planning in expansive configuration spaces (EST),Other
moritz,S5XL8MRP,False,Software characteristics (RQ2),Adaptation,"Yes, autonomous adaptation",
moritz,S5XL8MRP,False,Software characteristics (RQ2),Goal of adaptation,Self protection,
moritz,S5XL8MRP,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Intrinsic,
moritz,S5XL8MRP,False,Explanation structure (RQ3),Generation technique,Tree-based,
moritz,S5XL8MRP,False,Explanation structure (RQ3),Explained robot part,Behaviour,
moritz,S5XL8MRP,False,Explanation structure (RQ3),Explanatory question,Underspecified,
moritz,S5XL8MRP,False,Explanation structure (RQ3),Planning level scope,Underspecified,
moritz,S5XL8MRP,False,Explanation structure (RQ3),Planning level scope,Goal level,
moritz,S5XL8MRP,False,Explanation structure (RQ3),Presentation modality,Plot,
moritz,S5XL8MRP,False,Stakeholder (RQ4),HRI Type,Human supervision,
moritz,S5XL8MRP,False,Stakeholder (RQ4),Motivation,Safety,
moritz,S5XL8MRP,False,Stakeholder (RQ4),Stakeholder type,Underspecified,
moritz,S5XL8MRP,False,Evaluation (RQ5),State of explainability,Evaluated,
moritz,S5XL8MRP,False,Evaluation (RQ5),Type of explainability evaluation,"Technical (Benchmark), Quantitative",
moritz,S5XL8MRP,False,Evaluation (RQ5),Evaluation metrics,Not applicable,
moritz,S5XL8MRP,False,Evaluation (RQ5),Evaluation metrics,"Other: Technical: # Solns. Found (%), Runtime (s),  Runtime Success (s),  Ave. Cost,  Segment  Time (s), States added",Other
moritz,B842X44I,True,General information,Code available?,no,
moritz,B842X44I,True,General information,Project status,Not applicable,
moritz,B842X44I,True,General information,License,Not applicable,
moritz,B842X44I,True,General information,Additional information,No additional information,
moritz,B842X44I,True,Target platform (RQ1),Deployment,"Discussion needed: robot replaced by static camera, but application scernario should include robot later on.",Discussion needed
moritz,WJ4N4L8G,False,General information,Code available?,yes,
moritz,WJ4N4L8G,False,General information,Project status,unmaintained,
moritz,WJ4N4L8G,False,General information,License,Underspecified,
moritz,WJ4N4L8G,False,General information,Additional information,Other: extensive definition about coherence of explanations,Other
moritz,WJ4N4L8G,False,Target platform (RQ1),Deployment,Robot simulation,
moritz,WJ4N4L8G,False,Target platform (RQ1),Deployment,Robot recording,
moritz,WJ4N4L8G,False,Target platform (RQ1),Robotic device,Underspecified,
moritz,WJ4N4L8G,False,Target platform (RQ1),Simulation environment,Other: ai2thor,Other
moritz,WJ4N4L8G,False,Target platform (RQ1),Domain,Consumer robot,
moritz,WJ4N4L8G,False,Target platform (RQ1),Use case,Navigation,
moritz,WJ4N4L8G,False,Target platform (RQ1),Use case,Manipulation,
moritz,WJ4N4L8G,False,Target platform (RQ1),Location,Laboratory,
moritz,WJ4N4L8G,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
moritz,WJ4N4L8G,False,Software characteristics (RQ2),Middleware,Not applicable,
moritz,WJ4N4L8G,False,Software characteristics (RQ2),Control algorithm,Underspecified,
moritz,WJ4N4L8G,False,Software characteristics (RQ2),Adaptation,None,
moritz,WJ4N4L8G,False,Software characteristics (RQ2),Goal of adaptation,Not applicable,
moritz,WJ4N4L8G,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Underspecified,
moritz,WJ4N4L8G,False,Explanation structure (RQ3),Generation technique,LLM-based,
moritz,WJ4N4L8G,False,Explanation structure (RQ3),Explained robot part,Perception,
moritz,WJ4N4L8G,False,Explanation structure (RQ3),Explained robot part,Behaviour,
moritz,WJ4N4L8G,False,Explanation structure (RQ3),Explanatory question,Underspecified,
moritz,WJ4N4L8G,False,Explanation structure (RQ3),Planning level scope,Underspecified,
moritz,WJ4N4L8G,False,Explanation structure (RQ3),Presentation modality,Visualization,
moritz,WJ4N4L8G,False,Explanation structure (RQ3),Presentation modality,Text,
moritz,WJ4N4L8G,False,Stakeholder (RQ4),HRI Type,Underspecified,
moritz,WJ4N4L8G,False,Stakeholder (RQ4),Motivation,Failure handling,
moritz,WJ4N4L8G,False,Stakeholder (RQ4),Stakeholder type,Operator / End user (non-expert),
moritz,WJ4N4L8G,False,Evaluation (RQ5),State of explainability,Evaluated,
moritz,WJ4N4L8G,False,Evaluation (RQ5),Type of explainability evaluation,"Technical (Benchmark), Quantitative",
moritz,WJ4N4L8G,False,Evaluation (RQ5),Evaluation metrics,Not applicable,
moritz,WJ4N4L8G,False,Evaluation (RQ5),Evaluation metrics,Other: Technical: coherence of multiple explanations by bert models,Other
moritz,FNMPTYYT,False,General information,Code available?,no,
moritz,FNMPTYYT,False,General information,Project status,Not applicable,
moritz,FNMPTYYT,False,General information,License,Not applicable,
moritz,FNMPTYYT,False,General information,Additional information,No additional information,
moritz,FNMPTYYT,False,Target platform (RQ1),Deployment,Robot simulation,
moritz,FNMPTYYT,False,Target platform (RQ1),Deployment,Robot recording,
moritz,FNMPTYYT,False,Target platform (RQ1),Robotic device,Mobile manipulator,
moritz,FNMPTYYT,False,Target platform (RQ1),Simulation environment,Other: ai2thor,Other
moritz,FNMPTYYT,False,Target platform (RQ1),Domain,Consumer robot,
moritz,FNMPTYYT,False,Target platform (RQ1),Use case,Other: Failure handling,Other
moritz,FNMPTYYT,False,Target platform (RQ1),Location,Field,
moritz,FNMPTYYT,False,Target platform (RQ1),Multi Agent System,"No, i.e. one human - one robot",
moritz,FNMPTYYT,False,Software characteristics (RQ2),Middleware,Underspecified,
moritz,FNMPTYYT,False,Software characteristics (RQ2),Control algorithm,Underspecified,
moritz,FNMPTYYT,False,Software characteristics (RQ2),Adaptation,Underspecified,
moritz,FNMPTYYT,False,Software characteristics (RQ2),Goal of adaptation,Underspecified,
moritz,FNMPTYYT,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Intrinsic,
moritz,FNMPTYYT,False,Explanation structure (RQ3),Generation technique,Tree-based,
moritz,FNMPTYYT,False,Explanation structure (RQ3),Generation technique,Template-based,
moritz,FNMPTYYT,False,Explanation structure (RQ3),Explained robot part,Behaviour,
moritz,FNMPTYYT,False,Explanation structure (RQ3),Explained robot part,Perception,
moritz,FNMPTYYT,False,Explanation structure (RQ3),Explanatory question,Underspecified,
moritz,FNMPTYYT,False,Explanation structure (RQ3),Planning level scope,Action level,
moritz,FNMPTYYT,False,Explanation structure (RQ3),Presentation modality,Text,
moritz,FNMPTYYT,False,Stakeholder (RQ4),HRI Type,Underspecified,
moritz,FNMPTYYT,False,Stakeholder (RQ4),Motivation,Failure handling,
moritz,FNMPTYYT,False,Stakeholder (RQ4),Motivation,User understanding,
moritz,FNMPTYYT,False,Stakeholder (RQ4),Stakeholder type,Operator / End user (non-expert),
moritz,FNMPTYYT,False,Evaluation (RQ5),State of explainability,Evaluated,
moritz,FNMPTYYT,False,Evaluation (RQ5),Type of explainability evaluation,"User study, Quantitative",
moritz,FNMPTYYT,False,Evaluation (RQ5),Evaluation metrics,"Other: Failure Identification (FId): The ability to accurately select the correct cause(s) of failure in a scene., Solution Identification (SId): The ability to accurately select the actions needed to remedy the failure in a scene.",Other
moritz,2849SXHS,False,General information,Code available?,no,
moritz,2849SXHS,False,General information,Project status,Not applicable,
moritz,2849SXHS,False,General information,License,Not applicable,
moritz,2849SXHS,False,General information,Additional information,No additional information,
moritz,2849SXHS,False,Target platform (RQ1),Deployment,Underspecified,
moritz,2849SXHS,False,Target platform (RQ1),Robotic device,Underspecified,
moritz,2849SXHS,False,Target platform (RQ1),Simulation environment,Not applicable,
moritz,2849SXHS,False,Target platform (RQ1),Domain,Underspecified,
moritz,2849SXHS,False,Target platform (RQ1),Use case,Manipulation,
moritz,2849SXHS,False,Target platform (RQ1),Location,Underspecified,
moritz,2849SXHS,False,Target platform (RQ1),Multi Agent System,Underspecified,
moritz,2849SXHS,False,Software characteristics (RQ2),Middleware,ROS1,
moritz,2849SXHS,False,Software characteristics (RQ2),Control algorithm,BT,
moritz,2849SXHS,False,Software characteristics (RQ2),Adaptation,None,
moritz,2849SXHS,False,Software characteristics (RQ2),Goal of adaptation,Not applicable,
moritz,2849SXHS,False,Explanation structure (RQ3),Intrinsic vs. post-hoc,Intrinsic,
moritz,2849SXHS,False,Explanation structure (RQ3),Generation technique,LLM-based,
moritz,2849SXHS,False,Explanation structure (RQ3),Generation technique,Template-based,
